Marka;Model;Seri;Yıl;Kilometre;Renk;Fiyat;Yer;Yakıt Tipi;Vites Tipi;Kasa Tipi;Motor Hacmi;Motor Gücü;Yakıt Deposu;Çekiş;Kimden
Citroen;1.4 SX;C4;2010;242000;Siyah;450000;Çeliktepe Mh. Kağıthane, İstanbul;LPG & Benzin;Düz;Hatchback/5;1360 cc;91 hp;60 lt;Önden Çekiş;Sahibinden
Citroen;1.4 HDi;Xsara;2004;349000;Yeşil;260000;Sancaktepe Mh. Keçiören, Ankara;Dizel;Düz;Hatchback/5;1398 cc;69 hp;54 lt;Önden Çekiş;Sahibinden
Citroen;1.6 HDi Attraction;C-Elysee;2014;230000;Beyaz;433000;Gümüşpala Mh. Avcılar, İstanbul;Dizel;Düz;Sedan;1560 cc;93 hp;48 lt;Önden Çekiş;Sahibinden
Citroen;1.6 HDi Attraction;C-Elysee;2013;214000;Füme;499500;Çamçeşme Mh. Pendik, İstanbul;Dizel;Düz;Sedan;1560 cc;93 hp;48 lt;Önden Çekiş;Sahibinden
Citroen;1.2 PureTech Shine;C4;2024;6001;Beyaz;1390000;Vişnelik Mh. Odunpazarı, Eskişehir;Benzin;Otomatik;SUV;1199 cc;132 hp;50 lt;Önden Çekiş;Sahibinden
Citroen;1.6 HDi Confort;C-Elysee;2014;309000;Beyaz;420000;Kurbanbaba Mh. Şahinbey, Gaziantep;Dizel;Düz;Sedan;1560 cc;93 hp;48 lt;Önden Çekiş;Sahibinden
Citroen;1.5D SX;Saxo;2000;249000;Mavi;190000;Gesi Fatih Mh. Melikgazi, Kayseri;Dizel;Düz;Hatchback/5;1527 cc;58 hp;45 lt;Önden Çekiş;Sahibinden
Citroen;1.4 HDi Exclusive;C3;2007;243000;Gri;370000;Cumhuriyet Mh. Beylikdüzü, İstanbul;Dizel;Düz;Hatchback/5;1398 cc;71 hp;45 lt;Önden Çekiş;Sahibinden
Citroen;1.6 HDi SX PK;C5;2007;241000;Gri;475000;Piyalepaşa Mh. Beyoğlu, İstanbul;Dizel;Düz;Sedan;1560 cc;111 hp;66 lt;Önden Çekiş;Sahibinden
Citroen;1.4 HDi X Furio;C3;2008;289000;Beyaz;275000;Kazımkarabekir Mh. Melikgazi, Kayseri;Dizel;Düz;Hatchback/5;1398 cc;71 hp;47 lt;Önden Çekiş;Sahibinden
Citroen;1.6 HDi Attraction;C4;2013;208000;Gri (Gümüş);550000;Fatih Mh. Belen, Hatay;Dizel;Düz;Hatchback/5;1560 cc;93 hp;60 lt;Önden Çekiş;Sahibinden
Citroen;1.6 HDi Exclusive;C-Elysee;2012;187500;Beyaz;495000;Karapürçek Mh. Altındağ, Ankara;Dizel;Düz;Sedan;1560 cc;93 hp;48 lt;Önden Çekiş;Sahibinden
Citroen;1.6 HDi VTRPK;C4 Grand Picasso;2011;251000;Gri;575000;Orgeneral Tural Mh. Meram, Konya;Dizel;Yarı Otomatik;MPV;1560 cc;111 hp;60 lt;Önden Çekiş;Sahibinden
Citroen;1.2 PureTech Feel;C3;2023;44500;Beyaz;757000;Kuzey Yıldızı Mh. Canik, Samsun;Benzin;Düz;Hatchback/5;1199 cc;83 hp;45 lt;Önden Çekiş;Sahibinden
Citroen;1.2 PureTech Live;C-Elysee;2019;88000;Lacivert;595000;Ahmet Yesevi Mh. Sultanbeyli, İstanbul;Benzin;Düz;Sedan;1199 cc;83 hp;50 lt;Önden Çekiş;Sahibinden
Citroen;1.6 VTR;C4;2005;273000;Siyah;350000;Toprakdeğirmeni Mh. Bulancak, Giresun;LPG & Benzin;Düz;Coupe;1587 cc;111 hp;60 lt;Önden Çekiş;Galeriden
Citroen;1.6 HDi VTR PK;C4 Picasso;2011;303000;Siyah;505000;Macun Mh. Aksu, Antalya;Dizel;Yarı Otomatik;MPV;1560 cc;111 hp;60 lt;Önden Çekiş;Sahibinden
Citroen;1.4 HDi Exclusive;C3;2011;248000;Beyaz;410000;Ulubatlıhasan Mh. Karatay, Konya;Dizel;Düz;Hatchback/5;1398 cc;71 hp;50 lt;Önden Çekiş;Sahibinden
Citroen;1.6 e-HDi Confort;C5;2012;195000;Siyah;655000;Üniversite Mh. Avcılar, İstanbul;Dizel;Düz;Sedan;;;;;Sahibinden
Citroen;1.4 HDi;Xsara;2004;224000;Mavi;300000;Karaçalı Mh. Dalaman, Muğla;Dizel;Düz;Hatchback/5;1398 cc;69 hp;54 lt;Önden Çekiş;Sahibinden
Citroen;1.6 HDi Confort;C-Elysee;2013;232000;Beyaz;488000;23 Nisan Mh. Şahinbey, Gaziantep;Dizel;Düz;Sedan;1560 cc;93 hp;48 lt;Önden Çekiş;Sahibinden
Citroen;1.6 HDi Confort;C4;2012;250000;Beyaz;560000;İstiklal Mh. Pamukkale, Denizli;Dizel;Düz;Hatchback/5;1560 cc;93 hp;60 lt;Önden Çekiş;Sahibinden
Citroen;1.6 BlueHDI Live;C3;2017;82500;Beyaz;695000;Merkez Atakum, Samsun;Dizel;Düz;Hatchback/5;1560 cc;76 hp;42 lt;Önden Çekiş;Sahibinden
Citroen;1.6 HDi Exclusive;C-Elysee;2015;138000;Beyaz;615000;Yağcılar Mh. Adapazarı, Sakarya;Dizel;Düz;Sedan;1560 cc;93 hp;48 lt;Önden Çekiş;Sahibinden
Citroen;1.6 HDi Exclusive;C-Elysee;2013;160000;Füme;540000;Şingah Mh. Merkez, Bayburt;Dizel;Düz;Sedan;1560 cc;93 hp;48 lt;Önden Çekiş;Sahibinden
Citroen;1.6 e-HDi Dynamic;C4 Picasso;2011;183000;Siyah;655000;Arapçeşme Mh. Gebze, Kocaeli;Dizel;Yarı Otomatik;MPV;1560 cc;114 hp;60 lt;Önden Çekiş;Sahibinden
Citroen;1.6 HDi SX PK;C5;2006;375555;Diğer;350000;Göktaş Mh. Anamur, Mersin;Dizel;Düz;Sedan;1560 cc;111 hp;66 lt;Önden Çekiş;Sahibinden
Citroen;1.6 e-HDi Exclusive;C4;2012;300000;Kırmızı;585000;Sakarya Mh. Dulkadiroğlu, Kahramanmaraş;Dizel;Yarı Otomatik;Hatchback/5;1560 cc;114 hp;60 lt;Önden Çekiş;Sahibinden
Citroen;1.6 HDi SX PK;C4;2010;255000;Siyah;400000;Güzelyurt Mh. Esenyurt, İstanbul;Dizel;Yarı Otomatik;Hatchback/5;1560 cc;111 hp;60 lt;Önden Çekiş;Sahibinden
Citroen;1.6 HDi Confort;C4;2013;190000;Beyaz;620000;Yeni Mh. Kahta, Adıyaman;Dizel;Düz;Hatchback/5;1560 cc;117 hp;60 lt;Önden Çekiş;Sahibinden
Citroen;1.6 HDi Attraction;C4;2013;482000;Beyaz;420000;Elvan Mh. Etimesgut, Ankara;Dizel;Düz;Hatchback/5;1560 cc;93 hp;60 lt;Önden Çekiş;Sahibinden
Citroen;1.6 SX;Xsara;2002;222000;Gri;347000;Konuksever Mh. Muratpaşa, Antalya;LPG & Benzin;Düz;Hatchback/5;1587 cc;111 hp;54 lt;Önden Çekiş;Sahibinden
Citroen;1.4 HDi X Furio;C3;2006;220000;Beyaz;315000;İnönü Mh. Ataşehir, İstanbul;Dizel;Düz;Hatchback/5;1398 cc;71 hp;47 lt;Önden Çekiş;Sahibinden
Citroen;1.6 VTi Exclusive;C-Elysee;2012;166000;Füme;590000;Çiftlikköy Köyü Sungurlu, Çorum;LPG & Benzin;Otomatik;Sedan;1587 cc;117 hp;50 lt;Önden Çekiş;Sahibinden
Citroen;2.0 HDi Collection;C8;2009;137000;Lacivert;510000;Sarılar Mh. Manavgat, Antalya;Dizel;Düz;MPV;;;;;Sahibinden
Citroen;1.9 TD SX;Evasion;2001;314000;Beyaz;230000;Karlık Mh. Ortahisar, Trabzon;Dizel;Düz;Hatchback/5;;;;;Sahibinden
Citroen;1.6 HDi SX;C4;2011;245000;Kırmızı;390000;Mürsel Uluç Mh. Çankaya, Ankara;Dizel;Düz;Hatchback/5;1560 cc;91 hp;60 lt;Önden Çekiş;Sahibinden
Citroen;1.2 PureTech Feel Bold;C4 X;2023;15000;Gri;1245000;Adnan Kahveci Mh. Beylikdüzü, İstanbul;Benzin;Otomatik;SUV;1199 cc;132 hp;50 lt;Önden Çekiş;Sahibinden
Citroen;1.2 PureTech Feel;C3;2022;55600;Beyaz;711000;Feneryolu Mh. Kadıköy, İstanbul;Benzin;Düz;Hatchback/5;1199 cc;83 hp;45 lt;Önden Çekiş;Sahibinden
Citroen;1.6 HDi SX;C3 Picasso;2011;168000;Beyaz;529500;Mersinli Mh. Konak, İzmir;Dizel;Düz;MPV;1560 cc;91 hp;50 lt;Önden Çekiş;Galeriden
Citroen;1.6 HDi Attraction;C-Elysee;2016;280000;Beyaz;450000;İnönü Mh. Buca, İzmir;Dizel;Düz;Sedan;1560 cc;93 hp;48 lt;Önden Çekiş;Galeriden
Citroen;1.6 e-HDi Dynamique;C5;2012;245000;Beyaz;580000;Fetih Mh. Karatay, Konya;Dizel;Yarı Otomatik;Sedan;1560 cc;114 hp;71 lt;Önden Çekiş;Sahibinden
Citroen;1.5 BlueHDi Feel;C-Elysee;2019;35000;Gri;671500;Mustafa Kemal Mh. Çankaya, Ankara;Dizel;Düz;Sedan;1499 cc;100 hp;50 lt;Önden Çekiş;Sahibinden
Citroen;1.6 e-HDi Confort Plus;C4;2011;213000;Siyah;485000;Öğretmenevleri Mh. Şahinbey, Gaziantep;Dizel;Yarı Otomatik;Hatchback/5;1560 cc;114 hp;60 lt;Önden Çekiş;Sahibinden
Citroen;1.6 SX;Xsara;2002;192000;Yeşil;309999;Merkez Mh. Avcılar, İstanbul;Benzin;Düz;Hatchback/5;1587 cc;111 hp;54 lt;Önden Çekiş;Sahibinden
Citroen;1.4 SX;C4;2006;260000;Kırmızı;380000;Merkez Tepebaşı, Eskişehir;LPG & Benzin;Düz;Hatchback/5;1360 cc;91 hp;60 lt;Önden Çekiş;Sahibinden
Citroen;1.5D SX;Saxo;2001;240000;Kırmızı;200000;Lale Mh. Konak, İzmir;Dizel;Düz;Hatchback/5;1527 cc;58 hp;45 lt;Önden Çekiş;Sahibinden
Citroen;1.6 SX;Xsara;2000;370000;Kırmızı;220000;Büyük Cami Mh. Keşan, Edirne;Dizel;Düz;Hatchback/5;1587 cc;111 hp;54 lt;Önden Çekiş;Sahibinden
Citroen;1.2 PureTech Live;C-Elysee;2018;207500;Beyaz;500000;Eryaman Mh. Etimesgut, Ankara;Benzin;Düz;Sedan;1199 cc;83 hp;50 lt;Önden Çekiş;Sahibinden
Citroen;1.4 HDi Attraction;C3;2012;223500;Beyaz;445000;Atatürk Mh. Sarayköy, Denizli;Dizel;Düz;Hatchback/5;1398 cc;71 hp;50 lt;Önden Çekiş;Sahibinden
Citroen;1.6 HDi SX;C4;2006;156800;Beyaz;433000;Karapınar Mh. Çankaya, Ankara;Dizel;Düz;Hatchback/5;1560 cc;111 hp;60 lt;Önden Çekiş;Sahibinden
Citroen;1.6 BlueHDI Feel;C3;2017;252000;Beyaz;598000;Gazi Mh. Gaziemir, İzmir;Dizel;Düz;Hatchback/5;1560 cc;76 hp;42 lt;Önden Çekiş;Sahibinden
Citroen;1.6 HDi SX PK;C4;2009;389500;Gri (Gümüş);359000;Başak Mh. Başakşehir, İstanbul;Dizel;Yarı Otomatik;Hatchback/5;1560 cc;111 hp;60 lt;Önden Çekiş;Sahibinden
Citroen;1.6 HDi Attraction;C-Elysee;2016;153000;Beyaz;550000;Mehmet Akif Ersoy Mh. Merkezefendi, Denizli;Dizel;Düz;Sedan;1560 cc;93 hp;48 lt;Önden Çekiş;Sahibinden
Citroen;1.6 HDi Confort;C-Elysee;2014;194000;Beyaz;465000;Emek Mh. Darıca, Kocaeli;Dizel;Düz;Sedan;1560 cc;93 hp;48 lt;Önden Çekiş;Sahibinden
Citroen;1.6 HDi Dynamic;C4 Grand Picasso;2011;236000;Gri;595000;Çankaya Mh. Çankaya, Ankara;Dizel;Yarı Otomatik;MPV;1560 cc;114 hp;60 lt;Önden Çekiş;Sahibinden
Citroen;1.5 BlueHDi Feel Bold;C-Elysee;2023;1000;Gri;953000;Büyüktaşhane Mh. Çayeli, Rize;Dizel;Düz;Sedan;1499 cc;100 hp;50 lt;Önden Çekiş;Sahibinden
Citroen;1.5D SX;Saxo;2003;284000;Gri;210000;Etiler Mh. Beşiktaş, İstanbul;Dizel;Düz;Hatchback/5;1527 cc;58 hp;45 lt;Önden Çekiş;Sahibinden
Citroen;1.4 HDi X Furio;C3;2006;328000;Siyah;370000;Demirtaş Cumhuriyet Mh. Osmangazi, Bursa;Dizel;Düz;Hatchback/5;1398 cc;71 hp;47 lt;Önden Çekiş;Sahibinden
Citroen;1.4 Comfort;C3;2011;92000;Gri (metalik);500000;Ahmet Turangazi Mh. Merkez, Sivas;LPG & Benzin;Düz;Hatchback/5;1360 cc;76 hp;50 lt;Önden Çekiş;Sahibinden
Citroen;1.6 HDi SX;C3 Picasso;2010;118000;Siyah;550000;Merkez Mh. Bağcılar, İstanbul;Dizel;Düz;MPV;1560 cc;91 hp;50 lt;Önden Çekiş;Sahibinden
Citroen;1.4 HDi SX;C3;2003;239000;Mavi (metalik);275000;Pınar Mh. Seyhan, Adana;Dizel;Düz;Hatchback/5;1398 cc;93 hp;45 lt;Önden Çekiş;Sahibinden
Citroen;1.5D SX;Saxo;2003;288000;Mavi;193000;Balıkyolu Mh. Esenyurt, İstanbul;Dizel;Düz;Hatchback/5;1527 cc;58 hp;45 lt;Önden Çekiş;Sahibinden
Citroen;1.4 HDi Attraction;C3;2011;214200;Gri;425000;Karaağaç Mh. Mamak, Ankara;Dizel;Düz;Hatchback/5;1398 cc;71 hp;50 lt;Önden Çekiş;Sahibinden
Citroen;1.6 BlueHDi Shine;C4;2017;124000;Gri;845000;Sütlüce Mh. Beyoğlu, İstanbul;Dizel;Otomatik;MPV;1560 cc;122 hp;55 lt;Önden Çekiş;Sahibinden
Citroen;1.6 HDi Attraction;C-Elysee;2017;196000;Beyaz;500000;Zeytinlik Mh. Menemen, İzmir;Dizel;Düz;Sedan;1560 cc;93 hp;48 lt;Önden Çekiş;Sahibinden
Citroen;1.4 HDi Confort;C3;2010;324400;Gri;335000;Kavaklı Mh. Silivri, İstanbul;Dizel;Düz;Hatchback/5;1398 cc;71 hp;48 lt;Önden Çekiş;Sahibinden
Citroen;1.6 HDi SX;C4;2006;275000;Siyah;340000;Manavkuyu Mh. Bayraklı, İzmir;Dizel;Düz;Hatchback/5;1560 cc;93 hp;60 lt;Önden Çekiş;Sahibinden
Citroen;1.6 HDi Easy;C4;2014;121184;Beyaz;525000;Akşemsettin Mh. Fatih, İstanbul;Dizel;Düz;Hatchback/5;1560 cc;93 hp;60 lt;Önden Çekiş;Sahibinden
Citroen;1.4 HDi Attraction;C3;2011;200000;Beyaz;375000;İstasyon Mh. Küçükçekmece, İstanbul;Dizel;Düz;Hatchback/5;1398 cc;71 hp;50 lt;Önden Çekiş;Sahibinden
Citroen;2.0 VTS;C4;2006;290000;Kırmızı;285000;Zafer Mh. Nazilli, Aydın;LPG & Benzin;Düz;Coupe;1997 cc;182 hp;60 lt;Önden Çekiş;Sahibinden
Citroen;1.6 SX;Xsara;2000;270000;Bordo;225000;Çiftçi Mh. Çifteler, Eskişehir;LPG & Benzin;Düz;Hatchback/5;1587 cc;111 hp;54 lt;Önden Çekiş;Sahibinden
Citroen;1.4 HDi Exclusive;C3;2011;251000;Beyaz;535000;Hürriyet Mh. Süleymanpaşa, Tekirdağ;Dizel;Düz;Hatchback/5;1398 cc;71 hp;50 lt;Önden Çekiş;Sahibinden
Citroen;1.6 e-HDi Confort;C4;2012;223000;Beyaz;650000;Fığla Mh. Alanya, Antalya;Dizel;Otomatik;Hatchback/5;;;;;Sahibinden
Citroen;1.4 SX;C4;2006;223000;Gri (Gümüş);310000;Cumhuriyet Mh. Onikişubat, Kahramanmaraş;Benzin;Düz;Hatchback/5;1360 cc;91 hp;60 lt;Önden Çekiş;Sahibinden
Citroen;1.5 BlueHDi Feel;C-Elysee;2020;60500;Beyaz;720000;Çınardere Mh. Pendik, İstanbul;Dizel;Düz;Sedan;1499 cc;100 hp;50 lt;Önden Çekiş;Sahibinden
Citroen;1.6 HDi Live;C-Elysee;2017;162000;Beyaz;608000;Aydınlar Mh. Çekmeköy, İstanbul;Dizel;Düz;Sedan;1560 cc;93 hp;48 lt;Önden Çekiş;Sahibinden
Citroen;Picasso 1.6 SX;Xsara;2001;257000;Kırmızı;279000;Merkez Mh. Gölcük, Kocaeli;LPG & Benzin;Düz;MPV;1587 cc;96 hp;55 lt;Önden Çekiş;Sahibinden
Citroen;1.6 VTR;C4;2005;285000;Füme;267500;Burç Mh. Yenimahalle, Ankara;LPG & Benzin;Düz;Coupe;1587 cc;111 hp;60 lt;Önden Çekiş;Sahibinden
Citroen;1.6 HDi SX;C4;2010;334000;Siyah;350000;Bahçelievler Mh. Merkez, Batman;Dizel;Düz;Hatchback/5;1560 cc;91 hp;60 lt;Önden Çekiş;Sahibinden
Citroen;1.6 HDi Exclusive;C-Elysee;2016;145000;Beyaz;650000;Çağlayan Mh. Mamak, Ankara;Dizel;Düz;Sedan;1560 cc;93 hp;48 lt;Önden Çekiş;Sahibinden
Citroen;1.5 BlueHDi Feel;C-Elysee;2021;166000;Beyaz;620000;Cumhuriyet Mh. Çerkezköy, Tekirdağ;Dizel;Düz;Sedan;1499 cc;100 hp;50 lt;Önden Çekiş;Galeriden
Citroen;1.6 HDi Exclusive;C-Elysee;2016;117500;Beyaz;675000;Bahçelievler Mh. Torbalı, İzmir;Dizel;Düz;Sedan;1560 cc;93 hp;48 lt;Önden Çekiş;Sahibinden
Citroen;1.4 HDi;Xsara;2004;280000;Bordo;255000;Büyük Cami Mh. Keşan, Edirne;Dizel;Düz;Hatchback/5;1398 cc;69 hp;54 lt;Önden Çekiş;Sahibinden
Citroen;1.6 HDi SX PK;C5;2010;268000;Siyah;625000;İstiklal Mh. Ümraniye, İstanbul;Dizel;Düz;Sedan;1560 cc;111 hp;71 lt;Önden Çekiş;Sahibinden
Citroen;1.4 HDi Exclusive;C3;2011;147000;Mavi (metalik);525000;Merveşehir Mh. Şehitkamil, Gaziantep;Dizel;Düz;Hatchback/5;1398 cc;71 hp;50 lt;Önden Çekiş;Sahibinden
Citroen;1.6 VTS;Saxo;1997;200000;Kırmızı;450000;Fevziçakmak Mh. Karatay, Konya;Benzin;Düz;Hatchback/3;1587 cc;122 hp;45 lt;Önden Çekiş;Galeriden
Citroen;1.4 HDi X Furio;C3;2007;242000;Kırmızı;368000;Kümbet Hatun Mh. Merzifon, Amasya;Dizel;Düz;Hatchback/5;1398 cc;71 hp;47 lt;Önden Çekiş;Galeriden
Citroen;1.4 X Furio;C3;2007;124000;Siyah;360000;Samanlık Mh. Tavas, Denizli;Benzin;Düz;Hatchback/5;1360 cc;76 hp;47 lt;Önden Çekiş;Galeriden
Citroen;1.4 SX;C3;2003;209000;Yeşil;365000;Saracalar Mh. Akyurt, Ankara;LPG & Benzin;Düz;Hatchback/5;1360 cc;76 hp;45 lt;Önden Çekiş;Galeriden
Citroen;1.2 PureTech Shine;C3;2021;110000;Beyaz;850000;Yıldızevler Mh. Kocasinan, Kayseri;Benzin;Otomatik;Hatchback/5;1199 cc;112 hp;47 lt;Önden Çekiş;Galeriden
Citroen;1.5 BlueHDi Feel;C-Elysee;2020;74500;Beyaz;689000;Turgut Özal Mh. Yenimahalle, Ankara;Dizel;Düz;Sedan;1499 cc;100 hp;50 lt;Önden Çekiş;Sahibinden
Citroen;1.4 HDi SX;C3;2004;142000;Kırmızı;350000;Akköy Mh. Didim, Aydın;Dizel;Düz;Hatchback/5;1398 cc;71 hp;45 lt;Önden Çekiş;Sahibinden
Citroen;1.6 HDi Feel;C-Elysee;2017;133000;Beyaz;590000;Çakmak Mh. Ümraniye, İstanbul;Dizel;Düz;Sedan;1560 cc;93 hp;48 lt;Önden Çekiş;Sahibinden
Citroen;1.6 HDi SX;C5;2011;245000;Beyaz;530000;Mecidiye Mh. Sultanbeyli, İstanbul;Dizel;Düz;Sedan;1560 cc;111 hp;71 lt;Önden Çekiş;Sahibinden
Citroen;1.6 HDi Shine;C-Elysee;2018;39999;Beyaz;730000;Yeni Mh. Karaisalı, Adana;Dizel;Düz;Sedan;1560 cc;93 hp;48 lt;Önden Çekiş;Sahibinden
Citroen;1.6 HDi Live;C-Elysee;2017;190000;Beyaz;570000;Selimiye Mh. Şehitkamil, Gaziantep;Dizel;Düz;Sedan;1560 cc;93 hp;48 lt;Önden Çekiş;Sahibinden
Citroen;2.0 X;C8;2005;255000;Gri (Gümüş);450000;Atakent Mh. Başiskele, Kocaeli;LPG & Benzin;Otomatik;MPV;;;;;Sahibinden
Citroen;1.6 HDi Confort Plus;C4;2012;204000;Siyah;505000;Orhangazi Mh. Pendik, İstanbul;Dizel;Düz;Hatchback/5;1560 cc;93 hp;60 lt;Önden Çekiş;Sahibinden
Citroen;1.6 HDi SX;C5;2010;183000;Siyah;495000;İzzetbey Mh. Çumra, Konya;Dizel;Düz;Sedan;1560 cc;111 hp;71 lt;Önden Çekiş;Sahibinden
Citroen;1.6 e-HDi Confort;C4;2012;142500;Gri (metalik);635000;Karapınar Mh. Altınordu, Ordu;Dizel;Yarı Otomatik;Hatchback/5;1560 cc;114 hp;60 lt;Önden Çekiş;Sahibinden
Citroen;1.6 SX PK;C4;2006;290000;Gri;320000;Zafer Mh. Bulanık, Muş;LPG & Benzin;Düz;Hatchback/5;1587 cc;111 hp;60 lt;Önden Çekiş;Sahibinden
Citroen;1.6 HDi Confort;C-Elysee;2016;228000;Beyaz;490000;Barak Mh. Şahinbey, Gaziantep;Dizel;Düz;Sedan;1560 cc;93 hp;48 lt;Önden Çekiş;Sahibinden
Citroen;1.4 SX;C3;2004;228500;Mavi;318000;Karşıyaka Mh. Doğanşehir, Malatya;LPG & Benzin;Düz;Hatchback/5;1360 cc;76 hp;45 lt;Önden Çekiş;Sahibinden
Citroen;1.6 e-HDi Exclusive;C4;2012;140000;Gri;730000;Mahmudiye Mh. İnegöl, Bursa;Dizel;Yarı Otomatik;Hatchback/5;1560 cc;114 hp;60 lt;Önden Çekiş;Sahibinden
Citroen;1.4 Attraction;C3;2010;125000;Siyah;418000;Necip Fazıl Mh. Onikişubat, Kahramanmaraş;LPG & Benzin;Düz;Hatchback/5;1360 cc;76 hp;50 lt;Önden Çekiş;Sahibinden
Citroen;1.6 HDi SX;C4;2006;222021;Şampanya;445000;Satıkadın Mh. Kahramankazan, Ankara;Dizel;Düz;Hatchback/5;1560 cc;93 hp;60 lt;Önden Çekiş;Sahibinden
Citroen;1.6 HDi Dynamic;C4 Grand Picasso;2011;130000;Beyaz;740000;Balat Mh. Fatih, İstanbul;Dizel;Yarı Otomatik;MPV;1560 cc;114 hp;60 lt;Önden Çekiş;Sahibinden
Citroen;1.4 HDi;Xsara;2004;320000;Siyah;260000;Emekevler Mh. Kartepe, Kocaeli;Dizel;Düz;Hatchback/5;1398 cc;69 hp;54 lt;Önden Çekiş;Sahibinden
Citroen;1.4 HDi X;C3;2004;260000;Gri;265000;Ergazi Mh. Yenimahalle, Ankara;Dizel;Düz;Hatchback/5;1398 cc;71 hp;45 lt;Önden Çekiş;Sahibinden
Citroen;1.4 HDi X Furio;C3;2006;285000;Mavi;305000;Zübeyde Hanım Mh. Karşıyaka, İzmir;Dizel;Düz;Hatchback/5;1398 cc;71 hp;47 lt;Önden Çekiş;Sahibinden
Citroen;1.6 HDi Confort;C-Elysee;2015;136000;Beyaz;610000;152 Evler Mh. Yıldırım, Bursa;Dizel;Düz;Sedan;1560 cc;93 hp;48 lt;Önden Çekiş;Sahibinden
Citroen;1.6 HDi Exclusive;C-Elysee;2014;260000;Beyaz;445000;Hocahasan Mh. Osmangazi, Bursa;Dizel;Düz;Sedan;1560 cc;93 hp;48 lt;Önden Çekiş;Sahibinden
Citroen;1.6 HDi Exclusive;C-Elysee;2014;141000;Beyaz;590000;Esentepe Mh. Sultangazi, İstanbul;Dizel;Düz;Sedan;1560 cc;93 hp;48 lt;Önden Çekiş;Sahibinden
Citroen;1.6 BlueHDI Feel;C3;2017;149750;Beyaz;650000;Yeni Batı Mh. Yenimahalle, Ankara;Dizel;Düz;Hatchback/5;1560 cc;76 hp;42 lt;Önden Çekiş;Sahibinden
Citroen;1.6 HDi SX PK;C5;2009;107000;Gri (Gümüş);745000;Oran Mh. Çankaya, Ankara;Dizel;Düz;Sedan;1560 cc;111 hp;71 lt;Önden Çekiş;Sahibinden
Citroen;1.4 HDi X;C3;2005;290000;Şampanya;285000;Belediye Evleri Mh. Çukurova, Adana;Dizel;Düz;Hatchback/5;;;;;Sahibinden
Citroen;1.6 e-HDi Confort;C4;2013;167000;Beyaz;620000;Yenidoğan Mh. Sancaktepe, İstanbul;Dizel;Yarı Otomatik;Hatchback/5;1560 cc;117 hp;60 lt;Önden Çekiş;Sahibinden
Citroen;1.6 e-HDi Dynamic;C4 Grand Picasso;2012;303000;Beyaz;510000;Uğurmumcu Mh. Kartal, İstanbul;Dizel;Yarı Otomatik;MPV;1560 cc;114 hp;60 lt;Önden Çekiş;Sahibinden
Citroen;1.6 HDi SX PK;C5;2006;325000;Siyah;299000;Yeşilevler Mh. Şahinbey, Gaziantep;Dizel;Düz;Sedan;1560 cc;111 hp;66 lt;Önden Çekiş;Sahibinden
Citroen;1.6 HDi SX PK;C5;2010;291000;Beyaz;500000;Soğukpınar Mh. Kemalpaşa, İzmir;Dizel;Düz;Sedan;1560 cc;111 hp;71 lt;Önden Çekiş;Sahibinden
Citroen;1.6 HDi SX PK;C5;2011;291000;Beyaz;485000;Ayazma Mh. İzmit, Kocaeli;Dizel;Düz;Sedan;1560 cc;111 hp;71 lt;Önden Çekiş;Sahibinden
Citroen;1.6 HDi Attraction;C-Elysee;2015;204000;Beyaz;540000;Göktürk Mh. Çankaya, Ankara;Dizel;Düz;Sedan;1560 cc;93 hp;48 lt;Önden Çekiş;Sahibinden
Citroen;1.6 HDi Attraction;C-Elysee;2013;276000;Beyaz;450000;Karataş Mh. Şahinbey, Gaziantep;Dizel;Düz;Sedan;;;;;Sahibinden
Citroen;1.4 e-HDi Confort;C3;2013;142000;Siyah;592500;Şahintepe Mh. Başakşehir, İstanbul;Dizel;Yarı Otomatik;Hatchback/5;1398 cc;71 hp;45 lt;Önden Çekiş;Sahibinden
Citroen;1.4 HDi X;C3;2004;290000;Mavi;255000;Huzurevleri Mh. Çukurova, Adana;Dizel;Düz;Hatchback/5;1398 cc;71 hp;45 lt;Önden Çekiş;Sahibinden
Citroen;My Ami Pop;AMİ;2024;6001;Mavi;380000;Osmangazi Mh. Odunpazarı, Eskişehir;Elektrik;Otomatik;;1598 cc;80 hp;;;Sahibinden
Citroen;1.6 e-HDi Confort Plus;C4;2012;134500;Gri (Gümüş);650000;Selimiye Mh. Karacabey, Bursa;Dizel;Yarı Otomatik;Hatchback/5;1560 cc;114 hp;60 lt;Önden Çekiş;Sahibinden
Citroen;1.4 HDi X Furio;C3;2009;269000;Gri;335000;Yeşilpınar Mh. Eyüpsultan, İstanbul;Dizel;Düz;Hatchback/5;1398 cc;71 hp;47 lt;Önden Çekiş;Sahibinden
Citroen;1.4 HDi X Furio;C3;2008;218000;Gri (Gümüş);339000;Atatürk Mh. Sancaktepe, İstanbul;Dizel;Düz;Hatchback/5;1398 cc;71 hp;47 lt;Önden Çekiş;Sahibinden
Citroen;1.6 HDi Attraction;C-Elysee;2012;295000;Gri;400000;Orhangazi Mh. Sultanbeyli, İstanbul;Dizel;Düz;Sedan;1560 cc;93 hp;48 lt;Önden Çekiş;Sahibinden
